flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
1668,CUX,ORX,11-09-2022,58110,Vegetarian entree,V,8,0
453,SFX,ORX,11-09-2022,58019,Belgium waffle,WF,8,0
2122,IAX,SNX,12-09-2022,60987,Impossible Meatball Bowl,V,14,0
2078,EWX,STX,16-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1548,ORX,MEX,16-09-2022,61360,Brioche cheeseburger,B,1,0
475,MEX,ORX,22-09-2022,58109,Chicken breast entree,C,7,0
619,IAX,TPX,23-09-2022,58019,Belgium waffle,WF,6,0
2039,EWX,LAX,26-09-2022,54076,Cacio e Pepe ravioli,P,5,3
1254,SAX,ORX,29-09-2022,58574,Belgium waffle,WF,6,3
1156,DEX,INX,30-09-2022,60987,Impossible Meatball Bowl,V,4,2
1636,LAX,IAX,09-09-2022,60987,Impossible Meatball Bowl,V,12,12
590,DEX,EUX,09-09-2022,60987,Impossible Meatball Bowl,V,5,5
1419,DEX,MIX,14-09-2022,58019,Belgium waffle,WF,16,0
754,SFX,ATX,17-09-2022,61529,Zatar chicken,C,7,5
1437,ORX,IAX,19-09-2022,60987,Impossible Meatball Bowl,V,7,7
2213,IAX,SEX,28-09-2022,61360,Brioche cheeseburger,B,1,0
1257,RDX,DEX,01-09-2022,58981,Scrambled eggs,O,8,8
451,ORX,ANX,14-09-2022,60549,Vegetarian chili and polenta cake,V,2,2
1849,MCX,SFX,20-09-2022,60987,Impossible Meatball Bowl,V,8,8
2431,ORX,AUX,24-09-2022,58766,Gingerbread French Toast,FT,1,0
1068,ORX,LAX,27-09-2022,61360,Brioche cheeseburger,B,10,5
1843,IAX,DEX,28-09-2022,60987,Impossible Meatball Bowl,V,7,0
719,MEX,SFX,14-09-2022,58106,Savory breakfast entree,BR,5,5
2178,PDX,ORX,16-09-2022,60983,Zatar chicken,C,12,0
1107,DEX,INX,16-09-2022,60987,Impossible Meatball Bowl,V,16,12
5812,DEX,BNX,20-09-2022,60985,Zatar chicken,C,7,3
1038,DEX,CHX,21-09-2022,61524,Scrambled eggs,O,12,0
2230,IAX,DEX,22-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
790,DEX,SNX,24-09-2022,60987,Impossible Meatball Bowl,V,6,5
2369,SFX,DEX,24-09-2022,61360,Brioche cheeseburger,B,2,0
1637,HNX,LAX,24-09-2022,56490,Kosher Meal,KS,2,1
1759,DEX,KOX,27-09-2022,58676,Butternut squash schnitzel,V,5,4
2667,DEX,SNX,29-09-2022,58019,Belgium waffle,WF,12,0
1826,DEX,CMX,29-09-2022,61360,Brioche cheeseburger,B,4,4
1500,EWX,LAX,04-09-2022,56449,Kosher Meal,KS,2,0
1710,IAX,DEX,05-09-2022,60987,Impossible Meatball Bowl,V,5,3
619,IAX,TPX,08-09-2022,58019,Belgium waffle,WF,6,0
1060,MFX,DEX,09-09-2022,60987,Impossible Meatball Bowl,V,6,5
5293,ORX,MTX,10-09-2022,58040,Coconut chia oatmeal,OM,12,5
1546,DEX,LGX,13-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
801,EWX,MCX,13-09-2022,58981,Scrambled eggs,O,10,5
312,BOX,LAX,19-09-2022,58981,Scrambled eggs,O,20,20
1479,DEX,MSX,21-09-2022,61529,Zatar chicken,C,5,0
1582,DEX,IAX,26-09-2022,60987,Impossible Meatball Bowl,V,22,20
720,CHX,DEX,03-09-2022,61530,Impossible Meatball Bowl,V,10,0
2147,LAX,DEX,05-09-2022,60987,Impossible Meatball Bowl,V,5,2
1181,IAX,PDX,05-09-2022,61529,Zatar chicken,C,5,6
1636,LAX,IAX,06-09-2022,60987,Impossible Meatball Bowl,V,6,6
651,IAX,RSX,08-09-2022,58019,Belgium waffle,WF,4,1
331,LAX,ORX,10-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2234,SLX,IAX,12-09-2022,61530,Impossible Meatball Bowl,V,5,2
1155,IAX,CUX,14-09-2022,58563,Tomato and kale baked egg,E,6,6
278,IAX,SFX,16-09-2022,58019,Belgium waffle,WF,8,0
1272,SFX,MEX,24-09-2022,61530,Impossible Meatball Bowl,V,3,3
2408,ORX,FLX,10-09-2022,60987,Impossible Meatball Bowl,V,6,4
776,DEX,MCX,13-09-2022,58272,Horchata steel cut oatmeal,OM,6,3
665,LAX,ORX,14-09-2022,58981,Scrambled eggs,O,10,10
1617,DEX,LAX,03-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1296,LAX,LIX,03-09-2022,58049,Cinnamon French toast,FT,3,0
2058,YVX,IAX,05-09-2022,60983,Zatar chicken,C,24,0
506,SFX,IAX,10-09-2022,60983,Zatar chicken,C,20,4
2067,ORX,SAX,12-09-2022,58981,Scrambled eggs,O,10,0
1253,DEX,RDX,12-09-2022,61530,Impossible Meatball Bowl,V,5,3
1583,AUX,ORX,12-09-2022,61530,Impossible Meatball Bowl,V,5,5
723,ORX,FLX,13-09-2022,58563,Tomato and kale baked egg,E,2,1
2311,ORX,SNX,05-09-2022,60987,Impossible Meatball Bowl,V,4,4
1554,MSX,EWX,07-09-2022,61529,Zatar chicken,C,7,4
1074,DEX,EWX,08-09-2022,61360,Brioche cheeseburger,B,3,3
1112,SFX,LIX,01-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2002,MSX,EWX,08-09-2022,58574,Belgium waffle,WF,6,2
1632,ORX,IAX,10-09-2022,60987,Impossible Meatball Bowl,V,14,6
1799,IAX,PHX,12-09-2022,60983,Zatar chicken,C,10,0
5762,ORX,COX,15-09-2022,60985,Zatar chicken,C,7,4
2260,IAX,MSX,17-09-2022,58766,Gingerbread French Toast,FT,1,0
1834,BNX,DEX,21-09-2022,61529,Zatar chicken,C,7,7
2465,SNX,ORX,21-09-2022,60987,Impossible Meatball Bowl,V,12,6
371,EWX,LAX,23-09-2022,60987,Impossible Meatball Bowl,V,7,0
1770,RDX,SFX,25-09-2022,60987,Impossible Meatball Bowl,V,12,4
2679,ORX,SFX,27-09-2022,58019,Belgium waffle,WF,14,8
2095,IAX,LGX,28-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
4724,MKX,DEX,29-09-2022,57994,Classic selection cheese tray,O,12,5
524,JFX,SFX,29-09-2022,61475,Grilled chicken,C,22,22
1584,ORX,DFX,29-09-2022,61530,Impossible Meatball Bowl,V,5,2
2080,SFX,BOX,03-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1844,ORX,LAX,14-09-2022,60983,Zatar chicken,C,22,4
1778,EWX,IAX,16-09-2022,60987,Impossible Meatball Bowl,V,6,0
1793,IAX,EWX,16-09-2022,60983,Zatar chicken,C,9,9
472,IAX,IAX,19-09-2022,58766,Gingerbread French Toast,FT,1,0
1038,DEX,CHX,20-09-2022,58563,Tomato and kale baked egg,E,1,0
1038,DEX,CHX,20-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
2345,IAX,CLX,21-09-2022,58766,Gingerbread French Toast,FT,1,0
1117,SAX,IAX,22-09-2022,58019,Belgium waffle,WF,10,0
1561,SJX,EWX,22-09-2022,58110,Vegetarian entree,V,12,10
1576,EWX,LAX,30-09-2022,60987,Impossible Meatball Bowl,V,18,14
1444,IAX,STX,03-09-2022,58981,Scrambled eggs,O,4,4
1271,ORX,PUX,04-09-2022,58981,Scrambled eggs,O,5,10
2111,ORX,SMX,05-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1614,EWX,MCX,07-09-2022,61360,Brioche cheeseburger,B,4,4
341,ATX,DEX,13-09-2022,58981,Scrambled eggs,O,8,8
2381,ORX,DEX,13-09-2022,60983,Zatar chicken,C,9,0
2270,DEX,RDX,13-09-2022,58019,Belgium waffle,WF,7,5
2170,ORX,SFX,15-09-2022,60987,Impossible Meatball Bowl,V,38,18
1477,DEX,RIX,20-09-2022,61524,Scrambled eggs,O,4,0
286,ORX,SNX,20-09-2022,58981,Scrambled eggs,O,5,0
2154,DEX,SNX,21-09-2022,61529,Zatar chicken,C,5,2
1928,SFX,ORX,22-09-2022,58766,Gingerbread French Toast,FT,4,0
2652,TPX,EWX,24-09-2022,60987,Impossible Meatball Bowl,V,6,0
1784,SFX,AUX,24-09-2022,58019,Belgium waffle,WF,9,5
1724,SFX,KOX,07-09-2022,60458,Crispy Hawaiian garlic tofu,V,3,1
677,EWX,AUX,11-09-2022,60983,Zatar chicken,C,9,3
1866,LAX,ORX,14-09-2022,58766,Gingerbread French Toast,FT,4,1
2128,DEX,ATX,15-09-2022,61360,Brioche cheeseburger,B,3,0
2497,IAX,MCX,15-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
514,DEX,PHX,21-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
6093,IAX,DCX,21-09-2022,57994,Classic selection cheese tray,O,5,4
2153,SJX,DEX,21-09-2022,58109,Chicken breast entree,C,10,0
347,ORX,SNX,22-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
765,DEX,BOX,04-09-2022,60987,Impossible Meatball Bowl,V,4,0
1126,DEX,CUX,12-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2128,DEX,ATX,16-09-2022,60549,Vegetarian chili and polenta cake,V,1,1
1894,IAX,SFX,19-09-2022,60987,Impossible Meatball Bowl,V,7,0
2661,EWX,DEX,16-09-2022,60987,Impossible Meatball Bowl,V,8,0
1079,EWX,POX,03-09-2022,58766,Gingerbread French Toast,FT,1,0
2377,LAX,DEX,04-09-2022,58981,Scrambled eggs,O,7,0
2457,LAX,EWX,11-09-2022,58049,Cinnamon French toast,FT,13,0
2377,LAX,DEX,03-09-2022,58563,Tomato and kale baked egg,E,2,0
1408,IAX,LAX,03-09-2022,58563,Tomato and kale baked egg,E,1,0
620,EWX,SJX,03-09-2022,58563,Tomato and kale baked egg,E,1,1
244,DEX,TPX,03-09-2022,60983,Zatar chicken,C,8,0
335,EWX,DFX,04-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2176,IAX,LAX,05-09-2022,61360,Brioche cheeseburger,B,1,0
1635,MCX,IAX,07-09-2022,60987,Impossible Meatball Bowl,V,8,0
1507,SFX,ORX,08-09-2022,60987,Impossible Meatball Bowl,V,8,6
2278,LAX,ORX,09-09-2022,60983,Zatar chicken,C,52,8
2428,LAX,IAX,12-09-2022,58981,Scrambled eggs,O,16,16
2292,IAX,MCX,15-09-2022,58019,Belgium waffle,WF,5,3
1606,LAX,BWX,20-09-2022,60987,Impossible Meatball Bowl,V,12,0
1410,EWX,JAX,27-09-2022,61530,Impossible Meatball Bowl,V,3,2
1030,LAX,DEX,29-09-2022,58019,Belgium waffle,WF,22,17
1052,MCX,DEX,08-09-2022,58981,Scrambled eggs,O,8,8
441,DEX,LAX,11-09-2022,60983,Zatar chicken,C,10,8
501,INX,SFX,19-09-2022,58981,Scrambled eggs,O,8,3
2035,IAX,SFX,20-09-2022,60987,Impossible Meatball Bowl,V,6,3
1826,DEX,CMX,22-09-2022,61530,Impossible Meatball Bowl,V,4,0
1479,DEX,MSX,23-09-2022,61360,Brioche cheeseburger,B,2,0
1866,LAX,ORX,24-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1417,IAX,LAX,06-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
479,DEX,ORX,07-09-2022,61360,Brioche cheeseburger,B,3,0
2626,DFX,ORX,08-09-2022,61529,Zatar chicken,C,7,4
2324,ORX,MCX,14-09-2022,58981,Scrambled eggs,O,10,0
297,IAX,MSX,14-09-2022,61530,Impossible Meatball Bowl,V,4,2
289,AUX,ORX,15-09-2022,61530,Impossible Meatball Bowl,V,5,3
1488,IAX,SAX,18-09-2022,58019,Belgium waffle,WF,8,1
1617,DEX,LAX,21-09-2022,60983,Zatar chicken,C,8,9
471,MCX,SFX,22-09-2022,58019,Belgium waffle,WF,10,10
2146,ORX,PWX,23-09-2022,61529,Zatar chicken,C,5,4
2607,LAX,IAX,14-09-2022,61530,Impossible Meatball Bowl,V,5,4
1795,OGX,SFX,16-09-2022,57484,Tomato and kale baked egg,E,11,8
2067,ORX,SAX,18-09-2022,58981,Scrambled eggs,O,8,0
2034,SFX,ORX,21-09-2022,60987,Impossible Meatball Bowl,V,8,8
2602,DEX,RSX,24-09-2022,58563,Tomato and kale baked egg,E,2,2
700,DEX,IAX,25-09-2022,60983,Zatar chicken,C,34,0
2200,SNX,DEX,05-09-2022,61530,Impossible Meatball Bowl,V,5,0
1265,EWX,MSX,05-09-2022,60983,Zatar chicken,C,9,0
296,DEX,GEX,11-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2484,ORX,PDX,19-09-2022,58563,Tomato and kale baked egg,E,6,3
2484,ORX,PDX,22-09-2022,58981,Scrambled eggs,O,8,8
623,LAX,ORX,11-09-2022,58019,Belgium waffle,WF,10,9
700,DEX,IAX,12-09-2022,60983,Zatar chicken,C,17,17
2652,TPX,EWX,16-09-2022,60983,Zatar chicken,C,7,0
1280,YVX,ORX,16-09-2022,60987,Impossible Meatball Bowl,V,8,1
1872,IAX,PHX,16-09-2022,61529,Zatar chicken,C,2,2
1225,LAX,HNX,22-09-2022,53014,Thai chicken,C,9,0
1457,EWX,NAX,23-09-2022,61524,Scrambled eggs,O,6,6
2111,ORX,SMX,24-09-2022,60987,Impossible Meatball Bowl,V,18,0
1041,EWX,AUX,25-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
1468,DEX,EWX,04-09-2022,60987,Impossible Meatball Bowl,V,8,0
382,IAX,AUX,06-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
727,DEX,CMX,08-09-2022,60987,Impossible Meatball Bowl,V,4,0
1020,CUX,IAX,09-09-2022,58110,Vegetarian entree,V,8,4
718,IAX,DEX,10-09-2022,60983,Zatar chicken,C,30,0
754,SFX,ATX,13-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
234,DEX,SFX,29-09-2022,60549,Vegetarian chili and polenta cake,V,4,4
710,EWX,FLX,27-09-2022,58574,Belgium waffle,WF,4,4
2206,IAX,YYX,30-09-2022,58766,Gingerbread French Toast,FT,1,0
1053,MCX,EWX,14-09-2022,58019,Belgium waffle,WF,10,0
1501,SEX,IAX,16-09-2022,60987,Impossible Meatball Bowl,V,6,0
599,IAX,EWX,18-09-2022,60987,Impossible Meatball Bowl,V,6,0
1197,CUX,ORX,21-09-2022,58110,Vegetarian entree,V,8,5
2271,DEX,SMX,22-09-2022,60987,Impossible Meatball Bowl,V,3,3
1940,EWX,PBX,08-09-2022,58574,Belgium waffle,WF,5,0
779,DEX,PDX,15-09-2022,58981,Scrambled eggs,O,8,0
2288,ORX,SMX,20-09-2022,58019,Belgium waffle,WF,9,0
1675,IAX,DEX,27-09-2022,61360,Brioche cheeseburger,B,4,0
1194,IAX,IAX,27-09-2022,60983,Zatar chicken,C,23,18
1632,ORX,IAX,28-09-2022,60983,Zatar chicken,C,11,0
1968,DEX,MSX,29-09-2022,60987,Impossible Meatball Bowl,V,5,2
327,SEX,EWX,24-09-2022,53164,Vegetarian entree,VG,1,0
2318,EWX,AUX,23-09-2022,58981,Scrambled eggs,O,7,0
2307,ORX,BOX,24-09-2022,60983,Zatar chicken,C,11,7
572,AUX,SFX,25-09-2022,61530,Impossible Meatball Bowl,V,5,5
772,DEX,BNX,25-09-2022,61360,Brioche cheeseburger,B,1,0
222,SFX,MCX,24-09-2022,60987,Impossible Meatball Bowl,V,14,6
1533,EWX,MIX,26-09-2022,58563,Tomato and kale baked egg,E,1,0
2100,ORX,SFX,03-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1676,DEX,PHX,13-09-2022,60983,Zatar chicken,C,9,9
1759,DEX,KOX,09-09-2022,58490,Teriyaki chicken,B,18,18
1141,IAX,TPX,05-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2251,SAX,IAX,28-09-2022,61529,Zatar chicken,C,7,6
1700,LAX,IAX,03-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1457,EWX,NAX,26-09-2022,58563,Tomato and kale baked egg,E,1,0
2128,DEX,ATX,22-09-2022,61360,Brioche cheeseburger,B,5,0
2307,ORX,BOX,10-09-2022,60983,Zatar chicken,C,18,10
1546,DEX,LGX,11-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
1753,EWX,RSX,14-09-2022,60987,Impossible Meatball Bowl,V,3,3
2368,PIX,SFX,05-09-2022,58019,Belgium waffle,WF,10,6
684,DEX,SFX,11-09-2022,60983,Zatar chicken,C,8,5
2189,DEX,FLX,15-09-2022,61360,Brioche cheeseburger,B,4,0
1556,IAX,SEX,25-09-2022,61524,Scrambled eggs,O,4,5
314,DEX,IAX,27-09-2022,60983,Zatar chicken,C,12,12
1889,ORX,LAX,14-09-2022,58563,Tomato and kale baked egg,E,2,0
365,BDX,DEX,20-09-2022,58090,Classic selection cheese tray,O,16,15
1060,MFX,DEX,22-09-2022,60983,Zatar chicken,C,10,9
5386,DEX,SJX,28-09-2022,57994,Classic selection cheese tray,O,2,4
2089,SJX,ORX,24-09-2022,58110,Vegetarian entree,V,8,0
1299,ORX,GEX,25-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1984,MSX,DEX,30-09-2022,61529,Zatar chicken,C,7,0
1597,DEX,ATX,01-09-2022,61530,Impossible Meatball Bowl,V,4,4
2069,DEX,PWX,02-09-2022,58574,Belgium waffle,WF,3,0
1852,ORX,PDX,03-09-2022,58766,Gingerbread French Toast,FT,1,0
1556,IAX,SEX,03-09-2022,58563,Tomato and kale baked egg,E,2,0
502,DEX,FLX,04-09-2022,58764,Mediterranean Falafel Bowl,V,6,0
452,DEX,ORX,05-09-2022,60983,Zatar chicken,C,22,9
1740,SEX,DEX,05-09-2022,60987,Impossible Meatball Bowl,V,6,3
2040,LAX,ORX,07-09-2022,58019,Belgium waffle,WF,14,12
794,RNX,DEX,08-09-2022,58090,Classic selection cheese tray,O,16,12
2333,SFX,MCX,11-09-2022,58563,Tomato and kale baked egg,E,2,1
2121,IAX,SEX,14-09-2022,61530,Impossible Meatball Bowl,V,4,3
643,DEX,LAX,15-09-2022,58981,Scrambled eggs,O,9,0
2457,LAX,EWX,19-09-2022,57484,Tomato and kale baked egg,E,31,0
1842,SFX,IAX,19-09-2022,61360,Brioche cheeseburger,B,2,2
2270,DEX,RDX,22-09-2022,58563,Tomato and kale baked egg,E,6,0
1534,PBX,EWX,02-09-2022,58981,Scrambled eggs,O,20,8
517,SEX,LAX,03-09-2022,61530,Impossible Meatball Bowl,V,5,5
1154,EWX,LAX,04-09-2022,60983,Zatar chicken,C,12,12
1442,IAX,SAX,02-09-2022,58766,Gingerbread French Toast,FT,1,2
1731,LAX,MCX,03-09-2022,60987,Impossible Meatball Bowl,V,5,0
1100,SJX,IAX,01-09-2022,58109,Chicken breast entree,C,10,10
1255,IAX,DEX,02-09-2022,58272,Horchata steel cut oatmeal,OM,1,1
2155,ORX,SAX,05-09-2022,61360,Brioche cheeseburger,B,4,0
1539,ORX,TPX,08-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
1141,IAX,TPX,10-09-2022,61360,Brioche cheeseburger,B,1,0
1272,SFX,MEX,03-09-2022,61530,Impossible Meatball Bowl,V,5,5
2218,IAX,MIX,06-09-2022,58764,Mediterranean Falafel Bowl,V,3,3
2034,SFX,ORX,06-09-2022,60983,Zatar chicken,C,24,0
1416,DEX,IAX,07-09-2022,58563,Tomato and kale baked egg,E,1,1
1941,CUX,IAX,07-09-2022,58109,Chicken breast entree,C,24,0
1623,IAX,PVX,02-09-2022,61360,Brioche cheeseburger,B,1,0
1223,EWX,SJX,02-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
1743,IAX,SFX,03-09-2022,60983,Zatar chicken,C,12,9
1844,MIX,ORX,03-09-2022,60983,Zatar chicken,C,7,4
1526,DEX,DTX,04-09-2022,61524,Scrambled eggs,O,3,0
151,KIX,GUX,04-09-2022,44234,Sauteed sea bass,F,1,1
1680,SFX,CUX,09-09-2022,58981,Scrambled eggs,O,20,20
2443,IAX,FLX,12-09-2022,60987,Impossible Meatball Bowl,V,12,8
2364,DEX,EWX,18-09-2022,61360,Brioche cheeseburger,B,1,0
1890,SFX,INX,18-09-2022,61360,Brioche cheeseburger,B,3,0
1736,LAX,EWX,21-09-2022,52133,Gluten-free Meal,GF,1,1
412,SFX,DEX,22-09-2022,58981,Scrambled eggs,O,8,0
1141,IAX,TPX,22-09-2022,60983,Zatar chicken,C,10,0
2211,SAX,IAX,23-09-2022,60983,Zatar chicken,C,10,0
1579,IAX,LAX,23-09-2022,60983,Zatar chicken,C,34,26
1730,DEX,EWX,04-09-2022,60987,Impossible Meatball Bowl,V,7,6
2159,EWX,JAX,04-09-2022,61360,Brioche cheeseburger,B,2,0
2421,IAX,ORX,06-09-2022,60983,Zatar chicken,C,10,8
2202,LAX,SEX,01-09-2022,60983,Zatar chicken,C,18,8
1021,IAX,CUX,03-09-2022,60983,Zatar chicken,C,20,0
1974,EWX,IAX,03-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2222,EWX,SLX,03-09-2022,61360,Brioche cheeseburger,B,2,0
1119,CUX,SFX,04-09-2022,58110,Vegetarian entree,V,8,0
1710,ORX,SAX,07-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1548,ORX,MEX,09-09-2022,61530,Impossible Meatball Bowl,V,4,3
286,ORX,SNX,10-09-2022,58563,Tomato and kale baked egg,E,1,0
1454,EWX,LAX,12-09-2022,58488,Tapas,O2,75,0
728,PTX,EWX,13-09-2022,58105,Protein egg entree,O,12,10
792,BZX,ORX,26-09-2022,61530,Impossible Meatball Bowl,V,5,1
1823,SAX,ORX,27-09-2022,61530,Impossible Meatball Bowl,V,4,0
1866,SEX,DEX,30-09-2022,60987,Impossible Meatball Bowl,V,8,8
2298,EWX,LAX,11-09-2022,60983,Zatar chicken,C,7,7
2131,SMX,DEX,13-09-2022,60987,Impossible Meatball Bowl,V,16,2
2035,IAX,SFX,16-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
2490,ORX,IAX,22-09-2022,58019,Belgium waffle,WF,10,0
449,BOX,DEX,22-09-2022,60987,Impossible Meatball Bowl,V,8,4
732,PHX,SFX,28-09-2022,58981,Scrambled eggs,O,8,0
1535,LAX,EWX,28-09-2022,53106,ASIAN VEGETARIAN MEAL,AV,2,0
389,LAX,SEX,29-09-2022,61360,Brioche cheeseburger,B,3,0
299,OGX,SFX,04-09-2022,58091,Chicken katsu,C,14,14
2381,SFX,HNX,04-09-2022,53014,Thai chicken,C,24,12
1937,IAX,MSX,09-09-2022,60983,Zatar chicken,C,10,8
1573,DEX,EWX,12-09-2022,60983,Zatar chicken,C,58,0
1153,DEX,MSX,20-09-2022,58766,Gingerbread French Toast,FT,1,0
293,EWX,SEX,21-09-2022,61360,Brioche cheeseburger,B,3,0
1913,INX,IAX,23-09-2022,60987,Impossible Meatball Bowl,V,6,6
1913,INX,IAX,23-09-2022,60983,Zatar chicken,C,10,4
2148,MIX,EWX,24-09-2022,60987,Impossible Meatball Bowl,V,12,10
2415,DEX,SBX,26-09-2022,61529,Zatar chicken,C,12,0
1125,DEX,SMX,27-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2172,GRX,DEX,27-09-2022,60983,Zatar chicken,C,12,0
1685,SFX,LIX,28-09-2022,60458,Crispy Hawaiian garlic tofu,V,3,3
1422,DEX,SAX,29-09-2022,61360,Brioche cheeseburger,B,2,0
2104,ORX,MCX,01-09-2022,61360,Brioche cheeseburger,B,16,8
514,DEX,PHX,02-09-2022,58981,Scrambled eggs,O,9,0
1885,EWX,RSX,18-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
2059,IAX,IAX,20-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
1730,DEX,EWX,22-09-2022,60987,Impossible Meatball Bowl,V,6,4
2121,IAX,SEX,22-09-2022,61529,Zatar chicken,C,6,0
1799,IAX,PHX,23-09-2022,60983,Zatar chicken,C,20,8
1682,SFX,CMX,24-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1023,DEX,PIX,25-09-2022,61360,Brioche cheeseburger,B,4,2
2487,TPX,ORX,26-09-2022,58019,Belgium waffle,WF,16,6
719,MEX,SFX,01-09-2022,58105,Protein egg entree,O,7,4
1417,IAX,LAX,16-09-2022,61360,Brioche cheeseburger,B,6,3
723,ORX,FLX,18-09-2022,58563,Tomato and kale baked egg,E,1,0
1924,IAX,LGX,28-09-2022,58981,Scrambled eggs,O,5,0
223,IAX,SFX,29-09-2022,61360,Brioche cheeseburger,B,3,0
1661,DEX,ORX,30-09-2022,61529,Zatar chicken,C,5,3
2372,DFX,SFX,04-09-2022,58574,Belgium waffle,WF,6,6
2425,LAX,BOX,05-09-2022,60987,Impossible Meatball Bowl,V,6,0
1413,EWX,MIX,07-09-2022,61529,Zatar chicken,C,6,4
2177,IAX,SLX,09-09-2022,58563,Tomato and kale baked egg,E,1,0
252,BWX,LAX,10-09-2022,58019,Belgium waffle,WF,8,5
2127,EWX,MBX,16-09-2022,58563,Tomato and kale baked egg,E,3,0
396,RSX,EWX,18-09-2022,60987,Impossible Meatball Bowl,V,12,2
1923,IAX,INX,19-09-2022,60987,Impossible Meatball Bowl,V,5,0
479,DEX,ORX,23-09-2022,60983,Zatar chicken,C,18,14
1126,DEX,CUX,26-09-2022,60983,Zatar chicken,C,9,7
1685,SFX,LIX,26-09-2022,60458,Crispy Hawaiian garlic tofu,V,3,3
2110,PIX,DEX,04-09-2022,58019,Belgium waffle,WF,10,7
2095,IAX,LGX,09-09-2022,61530,Impossible Meatball Bowl,V,4,1
2207,IAX,DEX,09-09-2022,60987,Impossible Meatball Bowl,V,7,0
578,DEX,GEX,14-09-2022,60983,Zatar chicken,C,10,6
2300,LAX,IAX,15-09-2022,60983,Zatar chicken,C,7,0
452,DEX,ORX,25-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2178,PDX,ORX,27-09-2022,60983,Zatar chicken,C,12,12
1032,PTX,IAX,30-09-2022,58106,Savory breakfast entree,BR,16,7
636,ORX,SAX,02-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
1610,DEX,MCX,02-09-2022,58764,Mediterranean Falafel Bowl,V,2,1
2215,LAX,EWX,03-09-2022,50950,Butternut squash ravioli,P,5,0
394,BWX,DEX,04-09-2022,60983,Zatar chicken,C,10,10
269,EWX,BOX,07-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2383,IAX,PHX,10-09-2022,61530,Impossible Meatball Bowl,V,4,3
776,DEX,MCX,13-09-2022,58981,Scrambled eggs,O,12,12
398,DEX,ORX,13-09-2022,60987,Impossible Meatball Bowl,V,7,3
198,NRX,GUX,01-09-2022,52186,ASIAN VEGETARIAN MEAL,AV,1,0
1993,PHX,EWX,02-09-2022,58574,Belgium waffle,WF,6,5
1496,SJX,IAX,03-09-2022,58110,Vegetarian entree,V,8,6
1520,IAX,MBX,05-09-2022,61360,Brioche cheeseburger,B,3,0
829,GUX,NRX,01-09-2022,49962,Omelette entree,ZD,1,0
798,LAX,SJX,03-09-2022,60987,Impossible Meatball Bowl,V,10,10
1246,PLX,IAX,04-09-2022,60983,Zatar chicken,C,11,0
2047,MCX,EWX,05-09-2022,60987,Impossible Meatball Bowl,V,12,6
1958,PHX,IAX,06-09-2022,58574,Belgium waffle,WF,6,3
2332,EWX,MIX,09-09-2022,60987,Impossible Meatball Bowl,V,7,5
2031,DEX,CUX,11-09-2022,58981,Scrambled eggs,O,8,0
1468,DEX,EWX,01-09-2022,58764,Mediterranean Falafel Bowl,FB,1,1
1635,MCX,IAX,02-09-2022,60987,Impossible Meatball Bowl,V,8,6
1546,DEX,LGX,03-09-2022,61524,Scrambled eggs,O,8,8
2054,IAX,DEX,06-09-2022,58563,Tomato and kale baked egg,E,2,2
