,flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,score,arrival_delay_minutes,arrival_delay_group,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
1827,541,DEX,SAX,E1XXM0,2022-09-02,other (specify),-16,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,B737-800,Mainline,73Y,UA,853,Medium,B35,43,Domestic,member,THALES,hub departure
1837,314,DEX,IAX,D7XXWD,2022-09-02,other (specify),-25,Early & Ontime,Business,Domestic,2,90+,premier 1k,Gen X,B737-900,Mainline,37K,UA,861,Medium,B26,C15,Domestic,member,THALES,hub departure
1840,441,DEX,LAX,PLXX3Q,2022-09-02,chicken entrée,-2,Early & Ontime,Business,Domestic,2,90+,premier gold,Boomer,B737-MAX9,Mainline,37X,UA,862,Medium,B11,75A,Domestic,member,VIASAT,hub departure
1841,441,DEX,LAX,GSXXLY,2022-09-02,chicken entrée,-2,Early & Ontime,Business,Domestic,2,90+,non-elite,Boomer,B737-MAX9,Mainline,37X,UA,862,Medium,B11,75A,Domestic,member,VIASAT,hub departure
1846,657,ORX,BOX,D2XXQX,2022-09-02,vegetarian entrée,-25,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,B737-MAX9,Mainline,37X,UA,867,Medium,B3,B30,Domestic,member,VIASAT,hub departure
1853,2664,IAX,CVX,EFXXBJ,2022-09-02,sandwich/burger/wrap,1,Delayed,Business,Domestic,1,90+,non-elite,Millennial,B737-900,Mainline,37K,UA,871,Medium,C4,A10,Domestic,member,THALES,hub departure
1855,4711,DEX,MEX,N5XXBV,2022-09-02,chicken entrée,-18,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,ERJ-175,Express,E75,UAX,872,Medium,B10,15,Domestic,member,GOGO,hub departure
1857,2663,ORX,DEX,BVXX35,2022-09-02,chicken entrée,-19,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,B757-300,Mainline,75E,UA,888,Medium,C11,B24,Domestic,member,THALES,hub departure
1861,2663,ORX,DEX,PNXX4Z,2022-09-02,chicken entrée,-19,Early & Ontime,Business,Domestic,1,90+,premier platinum,Boomer,B757-300,Mainline,75E,UA,888,Medium,C11,B24,Domestic,member,THALES,hub departure
1865,1538,ORX,DEX,EHXX66,2022-09-02,chicken entrée,73,Delayed,Business,Domestic,1,80+,premier 1k,Gen X,B757-200,Mainline,75S,UA,888,Medium,B14,B22,Domestic,member,PANASONIC,hub departure
1868,1623,IAX,PVX,FWXXRE,2022-09-02,sandwich/burger/wrap,-11,Early & Ontime,Business,Latin,2,90+,non-elite,Boomer,A320-200,Mainline,20S,UA,890,Medium,E3,6,International,member,PANASONIC,hub departure
1872,2637,CLX,MCX,LSXXD7,2022-09-02,other (specify),-13,Early & Ontime,Business,Domestic,1,90+,non-elite,Millennial,B737-MAX9,Mainline,37X,UA,895,Medium,C17,43,Domestic,member,VIASAT,spoke departure
1874,1037,MCX,CLX,F3XX7V,2022-09-02,beef entrée,-22,Early & Ontime,Business,Domestic,1,70+,premier silver,Gen X,B737-MAX9,Mainline,37X,UA,895,Medium,43,C23,Domestic,member,VIASAT,spoke departure
1883,2233,IAX,FLX,PQXXCJ,2022-09-02,sandwich/burger/wrap,-15,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,A319-100,Mainline,19F,UA,901,Medium,D9,C4,Domestic,member,PANASONIC,hub departure
1899,1051,MCX,EWX,F5XXF0,2022-09-02,chicken entrée,-3,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,938,Medium,40,C105,Domestic,member,VIASAT,spoke departure
1906,2606,SJX,DEX,GJXX3R,2022-09-02,other (specify),-13,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,A319-100,Mainline,19G,UA,948,Medium,14,B21,Domestic,member,VIASAT,spoke departure
1909,5794,SJX,DEX,F3XX1L,2022-09-02,snack basket selection,-10,Early & Ontime,Business,Domestic,2,90+,premier 1k,Boomer,CRJ-700,Express,CR7,UAX,948,Medium,5,B51,Domestic,member,GOGO,spoke departure
1911,2489,SJX,DEX,FYXXNL,2022-09-02,other (specify),-15,Early & Ontime,Business,Domestic,2,90+,Non-Members,Silent,A319-100,Mainline,19G,UA,948,Medium,14,C32,Domestic,non-member,PANASONIC,spoke departure
1918,1571,BZX,IAX,N9XX17,2022-09-02,vegetarian entrée,-29,Early & Ontime,Business,Latin,2,70+,non-elite,Gen X,B737-800,Mainline,73Y,UA,965,Medium,3,E22,International,member,THALES,spoke departure
1920,574,DEX,SFX,IVXXQV,2022-09-02,other (specify),-18,Early & Ontime,Business,Domestic,2,0 to 70,Non-Members,Boomer,B737-900,Mainline,37K,UA,967,Medium,B31,E8,Domestic,non-member,THALES,hub departure
1924,234,DEX,SFX,BXXX6Q,2022-09-02,sandwich/burger/wrap,-20,Early & Ontime,Business,Domestic,2,80+,premier platinum,Boomer,B737-900,Mainline,37K,UA,967,Medium,A39,F12,Domestic,member,THALES,hub departure
1933,2028,EUX,DEX,O8XXGH,2022-09-02,chicken entrée,-4,Early & Ontime,Business,Domestic,2,80+,premier platinum,Boomer,A319-100,Mainline,19F,UA,997,Medium,A4,B47,Domestic,member,PANASONIC,spoke departure
1938,1537,EWX,TPX,E2XXR3,2022-09-02,chicken entrée,-24,Early & Ontime,Business,Domestic,1,90+,Non-Members,Gen X,A320-200,Mainline,20C,UA,998,Medium,C86,A6,Domestic,non-member,PANASONIC,hub departure
1941,2083,ORX,MCX,HEXXYF,2022-09-02,other (specify),-13,Early & Ontime,Business,Domestic,1,90+,premier gold,Boomer,B737-900,Mainline,37K,UA,1005,Medium,C17,42,Domestic,member,THALES,hub departure
1946,2083,ORX,MCX,PEXX7N,2022-09-02,other (specify),-13,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,B737-900,Mainline,37K,UA,1005,Medium,C17,42,Domestic,member,THALES,hub departure
1951,1439,IAX,SJX,FMXXCN,2022-09-02,chicken entrée,-24,Early & Ontime,Business,Latin,2,90+,non-elite,Gen X,B737-800,Mainline,73Q,UA,1006,Medium,C9,13,International,member,THALES,hub departure
1955,1539,ORX,TPX,CXXX2E,2022-09-02,sandwich/burger/wrap,-20,Early & Ontime,Business,Domestic,2,90+,premier platinum,Millennial,B737-MAX9,Mainline,37X,UA,1012,Medium,C20,A9,Domestic,member,VIASAT,hub departure
1958,1214,ORX,TPX,BDXXRK,2022-09-02,vegetarian entrée,-16,Early & Ontime,Business,Domestic,1,90+,premier 1k,Silent,B737-800,Mainline,73Y,UA,1012,Medium,C28,A8,Domestic,member,THALES,hub departure
1961,5739,BNX,DEX,LJXX88,2022-09-02,snack basket selection,-22,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,ERJ-175,Express,E75,UAX,1013,Medium,A8,A73,Domestic,member,GOGO,spoke departure
1964,1547,PBX,EWX,AWXX1F,2022-09-02,chicken entrée,-5,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,B737-MAX8,Mainline,37E,UA,1024,Medium,B6,C105,Domestic,member,VIASAT,spoke departure
1966,1547,PBX,EWX,OVXX44,2022-09-02,vegetarian entrée,-5,Early & Ontime,Business,Domestic,1,90+,Non-Members,Millennial,B737-MAX8,Mainline,37E,UA,1024,Medium,B6,C105,Domestic,non-member,VIASAT,spoke departure
1974,375,EWX,PBX,C8XXDV,2022-09-02,vegetarian entrée,-2,Early & Ontime,Business,Domestic,2,90+,premier 1k,Gen X,B737-800,Mainline,73Q,UA,1024,Medium,C92,B6,Domestic,member,THALES,hub departure
1976,1216,EWX,SRX,N6XX0Y,2022-09-02,other (specify),-12,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,B737-700,Mainline,73G,UA,1034,Medium,C109,B14,Domestic,member,THALES,hub departure
1977,6231,IAX,MSX,C5XXRL,2022-09-02,other (specify),-24,Early & Ontime,Business,Domestic,1,90+,premier 1k,Gen X,ERJ-175,Express,E7A,UAX,1034,Medium,C40,E5,Domestic,member,GOGO,hub departure
1983,1254,SAX,ORX,N6XXKK,2022-09-02,other (specify),-14,Early & Ontime,Business,Domestic,1,90+,Non-Members,Boomer,A319-100,Mainline,19F,UA,1041,Medium,B5,C26,Domestic,non-member,PANASONIC,spoke departure
1986,2077,RDX,IAX,FHXXFD,2022-09-02,other (specify),-24,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,B737-900,Mainline,73C,UA,1043,Medium,D15,C39,Domestic,member,THALES,spoke departure
1990,1876,FLX,EWX,MRXXLK,2022-09-02,chicken entrée,-22,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,A320-200,Mainline,20S,UA,1065,Medium,C1,C107,Domestic,member,PANASONIC,spoke departure
1998,1230,EWX,MIX,DCXXSR,2022-09-02,chicken entrée,12,Delayed,Business,Domestic,1,90+,premier gold,Millennial,B737-900,Mainline,37K,UA,1086,Medium,C111,H4,Domestic,member,THALES,hub departure
2002,759,CLX,IAX,IDXXD4,2022-09-02,vegetarian entrée,42,Delayed,Business,Domestic,1,70+,premier 1k,Gen X,B737-MAX9,Mainline,37X,UA,1091,Medium,C23,C10,Domestic,member,VIASAT,spoke departure
2005,1807,MCX,EWX,L5XXP1,2022-09-02,other (specify),-8,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,B737-800,Mainline,73Y,UA,1093,Medium,63,C82,Domestic,member,THALES,spoke departure
2009,1904,GUX,IAX,IDXXL4,2022-09-02,vegetarian entrée,-33,Early & Ontime,Business,Latin,1,70+,non-elite,Gen Z,B737-800,Mainline,73Y,UA,1103,Medium,18,E14,International,member,THALES,spoke departure
2014,1448,YVX,DEX,G3XXG4,2022-09-02,chicken entrée,3,Delayed,Business,Domestic,1,70+,non-elite,Boomer,A320-200,Mainline,20S,UA,1114,Medium,E78,B24,Domestic,member,PANASONIC,spoke departure
2021,5637,DEX,TYX,L8XXP7,2022-09-02,chicken entrée,4,Delayed,Business,Domestic,2,90+,premier 1k,Boomer,ERJ-175,Express,E7Q,UAX,1162,Medium,A79,7,Domestic,member,GOGO,hub departure
2022,5629,TYX,DEX,F1XXE4,2022-09-02,other (specify),-8,Early & Ontime,Business,Domestic,1,90+,global services,Boomer,ERJ-175,Express,E7Q,UAX,1162,Medium,7,A77,Domestic,member,GOGO,spoke departure
2024,1967,MSX,EWX,CJXXWK,2022-09-02,chicken entrée,-22,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,A320-200,Mainline,20S,UA,1167,Medium,C9,C94,Domestic,member,PANASONIC,spoke departure
2029,774,EWX,MSX,M3XXFY,2022-09-02,chicken entrée,-16,Early & Ontime,Business,Domestic,1,90+,premier 1k,Gen X,B737-700,Mainline,73G,UA,1167,Medium,C107,C5,Domestic,member,THALES,hub departure
2032,528,XPX,IAX,P0XXYC,2022-09-02,chicken entrée,11,Delayed,Business,Latin,1,80+,non-elite,Gen X,B737-700,Mainline,73G,UA,1179,Medium,HOLD,E24,International,member,THALES,spoke departure
2034,2387,FLX,ORX,IYXXFZ,2022-09-02,chicken entrée,-39,Early & Ontime,Business,Domestic,1,90+,Non-Members,Boomer,A320-200,Mainline,20S,UA,1182,Medium,C2,B22,Domestic,non-member,PANASONIC,spoke departure
2035,792,BZX,ORX,BTXXRY,2022-09-02,other (specify),-17,Early & Ontime,Business,Domestic,2,70+,Non-Members,Boomer,B737-900,Mainline,37K,UA,1186,Medium,B3,B6,Domestic,non-member,THALES,spoke departure
2038,2160,IAX,IAX,BDXX8Q,2022-09-02,snack basket selection,6,Delayed,Business,Domestic,2,90+,premier silver,Boomer,A320-200,Mainline,20S,UA,1190,Medium,D30,E16,Domestic,member,PANASONIC,hub departure
2040,3477,EYX,EWX,M3XXVV,2022-09-02,other (specify),8,Delayed,Business,Domestic,1,70+,non-elite,Boomer,ERJ-170,Express,E7R,UAX,1196,Medium,8,A24,Domestic,member,GOGO,spoke departure
2043,5976,DEX,ATX,DLXXT5,2022-09-02,chicken entrée,-7,Early & Ontime,Business,Domestic,1,90+,premier silver,Boomer,ERJ-175,Express,E7Q,UAX,1199,Medium,B60,T14,Domestic,member,GOGO,hub departure
2045,1182,IAX,DCX,K5XXE3,2022-09-02,chicken entrée,10,Delayed,Business,Domestic,1,90+,premier silver,Boomer,A320-200,Mainline,20S,UA,1208,Medium,C31,B14,Domestic,member,PANASONIC,hub departure
2050,1715,LAX,IAX,HZXXSK,2022-09-02,vegetarian entrée,-4,Early & Ontime,Business,Domestic,1,70+,premier 1k,Boomer,B737-MAX9,Mainline,37X,UA,1222,Medium,D52,C4,Domestic,member,VIASAT,spoke departure
2055,1414,LAX,IAX,I6XXBD,2022-09-02,chicken entrée,47,Delayed,Business,Domestic,1,0 to 70,premier 1k,Boomer,B737-800,Mainline,73Q,UA,1222,Medium,D53,C4,Domestic,member,THALES,spoke departure
2061,4808,IAX,YYX,OVXXH4,2022-09-02,chicken entrée,15,Delayed,Business,Domestic,1,90+,non-elite,Millennial,ERJ-175,Express,E75,UAX,1280,Medium,B81,164B,Domestic,member,GOGO,hub departure
2067,2267,IAX,SAX,EQXXWS,2022-09-02,snack basket selection,41,Delayed,Business,Domestic,1,90+,premier 1k,Gen X,A320-200,Mainline,20S,UA,1303,Medium,C44,43,Domestic,member,PANASONIC,hub departure
2070,1155,IAX,CUX,M1XX5M,2022-09-02,other (specify),-11,Early & Ontime,Business,Latin,1,90+,non-elite,Millennial,B737-900,Mainline,37K,UA,1354,Medium,C14,32,International,member,THALES,hub departure
2078,663,EWX,DFX,JQXX28,2022-09-02,chicken entrée,3,Delayed,Business,Domestic,1,90+,premier silver,Gen X,B737-700,Mainline,73G,UA,1372,Medium,C81,E6,Domestic,member,THALES,hub departure
2081,1211,EWX,DFX,C2XXLN,2022-09-02,chicken entrée,66,Delayed,Business,Domestic,1,70+,premier gold,Millennial,B737-800,Mainline,73Q,UA,1372,Medium,C133,E4,Domestic,member,THALES,hub departure
2090,1820,IAX,EWX,PGXXDE,2022-09-02,chicken entrée,7,Delayed,Business,Domestic,1,90+,non-elite,Boomer,B737-800,Mainline,73Y,UA,1400,Medium,C7,C70,Domestic,member,THALES,hub departure
2091,1209,IAX,EWX,LEXX45,2022-09-02,other (specify),-14,Early & Ontime,Business,Domestic,1,90+,non-elite,Millennial,B737-800,Mainline,73Y,UA,1400,Medium,E16,C131,Domestic,member,THALES,hub departure
2102,1604,ORX,PHX,C2XX1S,2022-09-02,other (specify),-2,Early & Ontime,Business,Domestic,1,90+,global services,Gen X,B737-800,Mainline,73Y,UA,1440,Medium,C26,E3,Domestic,member,THALES,hub departure
2105,1229,IAX,DEX,CYXXB7,2022-09-02,other (specify),-9,Early & Ontime,Business,Domestic,2,90+,Non-Members,Gen X,B757-300,Mainline,75E,UA,1452,Medium,C5,B28,Domestic,non-member,THALES,hub departure
2111,395,DEX,IAX,NWXXDY,2022-09-02,other (specify),-15,Early & Ontime,Business,Domestic,2,90+,premier silver,Boomer,B737-800,Mainline,73Q,UA,1452,Medium,B37,D19,Domestic,member,THALES,hub departure
2114,1884,SFX,DFX,CRXXVJ,2022-09-02,chicken entrée,-13,Early & Ontime,Business,Domestic,1,90+,premier silver,Gen X,A320-200,Mainline,20S,UA,1464,Medium,E3,E9,Domestic,member,PANASONIC,hub departure
2119,307,AUX,SFX,LRXXEG,2022-09-02,chicken entrée,-23,Early & Ontime,Business,Domestic,1,90+,premier platinum,Silent,A320-200,Mainline,20S,UA,1503,Medium,31,F1,Domestic,member,PANASONIC,spoke departure
2121,285,AUX,EWX,D3XX48,2022-09-02,other (specify),-25,Early & Ontime,Business,Domestic,1,90+,premier platinum,Gen X,B737-800,Mainline,73Q,UA,1504,Medium,25,C113,Domestic,member,THALES,spoke departure
2127,204,ORX,LAX,N4XX9D,2022-09-02,vegetarian entrée,10,Delayed,Business,Domestic,1,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,1515,Medium,B2,D55,Domestic,member,THALES,hub departure
2132,1050,CUX,EWX,OPXX5L,2022-09-02,chicken entrée,42,Delayed,Business,Latin,1,90+,premier silver,Gen X,B737-900,Mainline,37K,UA,1547,Medium,C22,C131,International,member,THALES,spoke departure
2138,1281,IAX,SJX,G1XXMM,2022-09-02,chicken entrée,13,Delayed,Business,Latin,1,70+,premier platinum,Gen X,B737-800,Mainline,73Y,UA,1552,Medium,C4,A13,International,member,THALES,hub departure
2140,1474,SDX,EWX,J0XXX1,2022-09-02,chicken entrée,7,Delayed,Business,Latin,1,90+,non-elite,Gen X,B737-900,Mainline,37K,UA,1557,Medium,A5,B66,International,member,THALES,spoke departure
2149,2242,EWX,SAX,MPXXJS,2022-09-02,other (specify),-5,Early & Ontime,Business,Domestic,1,90+,premier platinum,Boomer,B737-700,Mainline,73G,UA,1569,Medium,C85,B3,Domestic,member,THALES,hub departure
2154,570,EWX,BQX,PZXXHZ,2022-09-02,chicken entrée,16,Delayed,Business,Latin,1,80+,premier silver,Gen X,B737-900,Mainline,37K,UA,1585,Medium,C72,HOLD,International,member,THALES,hub departure
2164,684,DEX,EWX,NQXX69,2022-09-02,other (specify),-15,Early & Ontime,Business,Domestic,2,90+,premier silver,Boomer,B737-900,Mainline,37K,UA,1605,Medium,B44,C80,Domestic,member,THALES,hub departure
2166,1144,EWX,DEX,NHXXW0,2022-09-02,vegetarian entrée,-9,Early & Ontime,Business,Domestic,1,80+,premier 1k,Boomer,B737-900,Mainline,37K,UA,1605,Medium,C109,C34,Domestic,member,THALES,hub departure
2170,443,DEX,LGX,JYXXTJ,2022-09-02,vegetarian entrée,-14,Early & Ontime,Business,Domestic,1,90+,premier platinum,Gen X,B737-800,Mainline,73Y,UA,1619,Medium,B20,44,Domestic,member,THALES,hub departure
2174,1765,SFX,IAX,GCXXXW,2022-09-02,other (specify),-8,Early & Ontime,Business,Domestic,2,90+,premier silver,Boomer,B737-900,Mainline,37K,UA,1635,Medium,E9,C37,Domestic,member,THALES,hub departure
2176,2386,IAX,SFX,IDXXS3,2022-09-02,vegetarian entrée,-8,Early & Ontime,Business,Domestic,1,90+,premier 1k,Gen X,B737-MAX9,Mainline,37X,UA,1635,Medium,C9,F3,Domestic,member,VIASAT,hub departure
2179,1498,SFX,IAX,DQXXDH,2022-09-02,sandwich/burger/wrap,-20,Early & Ontime,Business,Domestic,1,90+,premier 1k,Gen X,B737-MAX9,Mainline,37X,UA,1635,Medium,F3,C41,Domestic,member,VIASAT,hub departure
2188,577,MIX,DEX,B0XXGR,2022-09-02,chicken entrée,0,Early & Ontime,Business,Domestic,2,80+,premier gold,Gen X,B737-900,Mainline,37K,UA,1709,Medium,H4,B31,Domestic,member,THALES,spoke departure
2190,1613,ORX,SEX,PSXX98,2022-09-02,other (specify),-26,Early & Ontime,Business,Domestic,1,80+,premier gold,Gen Z,B737-900,Mainline,37K,UA,1721,Medium,B3,S10,Domestic,member,THALES,hub departure
2197,2067,ORX,SAX,CVXXV3,2022-09-02,other (specify),-23,Early & Ontime,Business,Domestic,1,80+,non-elite,Gen X,B737-900,Mainline,37K,UA,1723,Medium,C28,41,Domestic,member,THALES,hub departure
2198,2684,ORX,SAX,GGXXDV,2022-09-02,sandwich/burger/wrap,-32,Early & Ontime,Business,Domestic,1,90+,premier platinum,Gen X,A320-200,Mainline,20S,UA,1723,Medium,C24,41,Domestic,member,PANASONIC,hub departure
2201,2317,ORX,SAX,ERXX23,2022-09-02,chicken entrée,-24,Early & Ontime,Business,Domestic,2,80+,premier 1k,Gen X,B737-800,Mainline,73Y,UA,1723,Medium,B5,44,Domestic,member,THALES,hub departure
2203,2490,PDX,ORX,NEXX50,2022-09-02,chicken entrée,-19,Early & Ontime,Business,Domestic,2,80+,non-elite,Boomer,B737-900,Mainline,37K,UA,1739,Medium,E6,C22,Domestic,member,VIASAT,spoke departure
2204,1852,ORX,PDX,DPXX2H,2022-09-02,other (specify),-12,Early & Ontime,Business,Domestic,1,80+,premier platinum,Boomer,B737-900,Mainline,37K,UA,1739,Medium,C24,E6,Domestic,member,VIASAT,hub departure
2210,2484,ORX,PDX,MFXXSP,2022-09-02,vegetarian entrée,-15,Early & Ontime,Business,Domestic,2,80+,non-elite,Gen X,B737-800,Mainline,73Q,UA,1739,Medium,B10,E5,Domestic,member,THALES,hub departure
2211,1699,ORX,PDX,I7XXHW,2022-09-02,snack basket selection,-5,Early & Ontime,Economy Plus,Domestic,1,80+,premier 1k,Boomer,A320-200,Mainline,20S,UA,1739,Medium,B21,E6,Domestic,member,PANASONIC,hub departure
2214,491,ORX,LAX,L3XX7V,2022-09-02,other (specify),-20,Early & Ontime,Business,Domestic,1,90+,premier 1k,Boomer,B737-MAX9,Mainline,37X,UA,1745,Medium,B8,80,Domestic,member,VIASAT,hub departure
2216,2040,LAX,ORX,GHXXGE,2022-09-02,sandwich/burger/wrap,-12,Early & Ontime,Business,Domestic,2,90+,premier 1k,Boomer,B737-MAX9,Mainline,37X,UA,1745,Medium,70A,B10,Domestic,member,VIASAT,hub departure
2217,623,LAX,ORX,MSXX2E,2022-09-02,other (specify),-12,Early & Ontime,Business,Domestic,2,90+,Non-Members,Gen X,B757-300,Mainline,75E,UA,1745,Medium,73,C21,Domestic,non-member,PANASONIC,hub departure
2228,1113,BOX,DEX,JQXX6J,2022-09-02,vegetarian entrée,-21,Early & Ontime,Business,Domestic,1,80+,premier 1k,Boomer,B737-900,Mainline,37K,UA,1754,Medium,B27,B11,Domestic,member,THALES,spoke departure
2230,1869,YVX,ORX,GCXX86,2022-09-02,other (specify),1,Delayed,Business,Domestic,2,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,1764,Medium,77,B3,Domestic,member,THALES,spoke departure
2235,1910,PWX,DEX,OZXXMK,2022-09-02,chicken entrée,-35,Early & Ontime,Business,Domestic,1,0 to 70,global services,Silent,B737-800,Mainline,73Y,UA,1782,Medium,3,B20,Domestic,member,THALES,spoke departure
2242,1454,SFX,ORX,EMXXLQ,2022-09-02,chicken entrée,5,Delayed,Business,Domestic,1,90+,premier 1k,Millennial,B737-900,Mainline,37K,UA,1846,Medium,E3,C24,Domestic,member,VIASAT,hub departure
2244,1563,GUX,IAX,ENXXHD,2022-09-02,chicken entrée,18,Delayed,Business,Latin,1,80+,premier silver,Gen X,B737-800,Mainline,73Q,UA,1857,Medium,17,C2,International,member,THALES,spoke departure
2247,1568,MEX,IAX,DXXXJK,2022-09-02,other (specify),-5,Early & Ontime,Business,Latin,1,80+,global services,Gen X,A319-100,Mainline,19G,UA,1864,Medium,34,C9,International,member,VIASAT,spoke departure
2251,1972,EWX,JAX,BNXXC8,2022-09-02,vegetarian entrée,-21,Early & Ontime,Business,Domestic,2,0 to 70,premier silver,Boomer,B737-700,Mainline,73G,UA,1873,Medium,C86,9,Domestic,member,THALES,hub departure
2255,2345,SEX,IAX,LGXXDD,2022-09-02,chicken entrée,5,Delayed,Business,Domestic,1,90+,non-elite,Boomer,B737-800,Mainline,73Y,UA,1874,Medium,A10,C6,Domestic,member,THALES,spoke departure
2260,496,BZX,EWX,FJXX7D,2022-09-02,chicken entrée,1,Delayed,Business,Domestic,1,90+,non-elite,Millennial,B737-MAX8,Mainline,37E,UA,1882,Medium,B4,C109,Domestic,member,VIASAT,spoke departure
2268,2222,EWX,SLX,CTXX96,2022-09-02,vegetarian entrée,-34,Early & Ontime,Business,Domestic,1,80+,premier gold,Gen X,A320-200,Mainline,20S,UA,1968,Medium,C96,B14,Domestic,member,PANASONIC,hub departure
2273,1798,IAX,YVX,G1XX4Q,2022-09-02,other (specify),-10,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B737-900,Mainline,37K,UA,1971,Medium,C37,77,Domestic,member,THALES,hub departure
2281,336,IAX,SJX,LTXX6P,2022-09-02,chicken entrée,-3,Early & Ontime,Business,Latin,1,90+,Non-Members,Gen X,B737-900,Mainline,37K,UA,2007,Medium,C3,B6,International,non-member,THALES,hub departure
2286,1962,LAX,IAX,L0XXG0,2022-09-02,other (specify),-22,Early & Ontime,Business,Domestic,1,70+,premier silver,Boomer,B737-800,Mainline,73Q,UA,2066,Medium,D57,D19,Domestic,member,THALES,spoke departure
2287,797,IAX,LAX,N5XX5R,2022-09-02,sandwich/burger/wrap,-22,Early & Ontime,Business,Domestic,1,90+,premier silver,Silent,B737-900,Mainline,37K,UA,2066,Medium,C6,D54,Domestic,member,THALES,hub departure
2290,2252,EWX,MEX,I0XX9S,2022-09-02,chicken entrée,-22,Early & Ontime,Business,Latin,1,90+,non-elite,Boomer,B737-700,Mainline,73G,UA,2076,Medium,C101,29,International,member,THALES,hub departure
